代码,买入日,首板日,pre1%,pre2%,pre3%,pre3_exbase%,pd1%,pd2%,pd3%,p3阴阳,p3max%,p3min%
603938.SSE,2026-06-24,2026-06-22,-2.92,-6.37,-1.72,4.47,4.97,-3.55,-2.92,阳阴阴,4.97,-3.55
603948.SSE,2025-06-24,2025-06-20,-1.76,-2.73,-3.15,-2.16,-0.43,-0.98,-1.76,阴阴阴,-0.43,-1.76
603949.SSE,2025-02-27,2025-02-25,-2.62,-5.11,-1.44,4.95,3.87,-2.55,-2.62,阳阴阴,3.87,-2.62
603949.SSE,2025-02-28,2025-02-25,-2.62,-5.11,-1.44,4.95,3.87,-2.55,-2.62,阳阴阴,3.87,-2.62
603949.SSE,2025-03-21,2025-03-18,1.18,1.11,1.18,1.48,0.07,-0.07,1.18,阳阴阳,1.18,-0.07
603950.SSE,2026-03-02,2026-02-26,-5.16,-8.39,-7.31,7.51,1.18,-3.41,-5.16,阳阴阴,1.18,-5.16
603950.SSE,2026-03-03,2026-02-26,-5.16,-8.39,-7.31,7.51,1.18,-3.41,-5.16,阳阴阴,1.18,-5.16
603950.SSE,2026-04-13,2026-04-08,-7.25,-9.89,-15.36,-7.32,-6.07,-2.84,-7.25,阴阴阴,-2.84,-7.25
603950.SSE,2026-07-01,2026-06-29,-6.61,-5.28,-7.66,3.22,-2.51,1.43,-6.61,阴阳阴,1.43,-6.61
603955.SSE,2024-01-18,2024-01-11,-0.99,1.01,-0.33,-0.59,-1.33,2.03,-0.99,阴阳阴,2.03,-1.33
603956.SSE,2025-02-13,2025-02-11,0.35,-1.03,3.21,7.06,4.29,-1.37,0.35,阳阴阳,4.29,-1.37
603956.SSE,2026-06-29,2026-06-25,-2.82,-6.77,-3.21,9.49,3.82,-4.06,-2.82,阳阴阴,3.82,-4.06
603958.SSE,2024-02-05,2024-02-01,-9.99,-18.99,-27.08,-27.07,-9.98,-10.0,-9.99,阴阴阴,-9.98,-10.0
603958.SSE,2024-02-06,2024-02-01,-9.99,-18.99,-27.08,-27.07,-9.98,-10.0,-9.99,阴阴阴,-9.98,-10.0
603958.SSE,2024-02-19,2024-02-07,-9.99,-0.95,8.96,33.21,10.0,10.04,-9.99,阳阳阴,10.04,-9.99
603958.SSE,2024-07-24,2024-07-15,-2.4,-2.89,-9.06,2.46,-6.35,-0.5,-2.4,阴阴阴,-0.5,-6.35
603958.SSE,2024-10-28,2024-10-24,-3.62,-7.53,-0.8,3.2,7.28,-4.05,-3.62,阳阴阴,7.28,-4.05
603958.SSE,2024-10-29,2024-10-24,-3.62,-7.53,-0.8,3.2,7.28,-4.05,-3.62,阳阴阴,7.28,-4.05
603958.SSE,2024-12-30,2024-12-11,8.87,6.89,8.17,1.31,1.2,-1.82,8.87,阳阴阳,8.87,-1.82
603958.SSE,2025-03-13,2025-03-11,0.71,-1.85,1.19,10.51,3.11,-2.55,0.71,阳阴阳,3.11,-2.55
603958.SSE,2026-01-30,2026-01-28,-4.96,4.51,4.21,11.18,-0.29,9.97,-4.96,阴阳阴,9.97,-4.96
603958.SSE,2026-08-19,2026-08-17,3.81,2.07,3.95,-1.34,1.84,-1.67,3.81,阳阴阳,3.81,-1.67
603958.SSE,2026-08-24,2026-08-20,-8.02,1.19,11.34,25.66,10.03,10.01,-8.02,阳阳阴,10.03,-8.02
603966.SSE,2025-07-23,2025-07-21,-1.53,1.9,3.98,4.92,2.05,3.48,-1.53,阳阳阴,3.48,-1.53
603967.SSE,2023-12-20,2023-12-18,-0.6,1.13,0.41,2.69,-0.71,1.74,-0.6,阴阳阴,1.74,-0.71
603978.SSE,2024-10-23,2024-10-21,3.7,-0.44,2.92,-5.56,3.37,-3.99,3.7,阳阴阳,3.7,-3.99
603978.SSE,2025-11-10,2025-11-06,2.68,3.41,9.6,11.57,5.99,0.71,2.68,阳阳阳,5.99,0.71
603980.SSE,2024-12-26,2024-12-24,-7.08,-5.41,-5.41,1.35,0.0,1.8,-7.08,阳阳阴,1.8,-7.08
603980.SSE,2026-02-11,2026-02-09,1.71,11.97,18.66,15.0,5.98,10.09,1.71,阳阳阳,10.09,1.71
603985.SSE,2023-10-25,2023-10-23,0.34,3.66,5.93,6.17,2.2,3.3,0.34,阳阳阳,3.3,0.34
603985.SSE,2023-10-26,2023-10-23,0.34,3.66,5.93,6.17,2.2,3.3,0.34,阳阳阳,3.3,0.34
603985.SSE,2024-10-29,2024-10-25,-3.9,-0.87,2.53,8.17,3.44,3.15,-3.9,阳阳阴,3.44,-3.9
603985.SSE,2025-04-02,2025-03-31,-3.25,-5.74,-5.67,-4.13,0.07,-2.58,-3.25,阳阴阴,0.07,-3.25
603988.SSE,2024-07-30,2024-07-23,2.33,3.74,3.17,-1.35,-0.55,1.39,2.33,阴阳阳,2.33,-0.55
603988.SSE,2024-09-25,2024-09-23,4.66,8.12,2.97,5.91,-4.77,3.31,4.66,阴阳阳,4.66,-4.77
603988.SSE,2025-09-19,2025-09-17,0.27,-3.91,-1.39,-0.53,2.62,-4.16,0.27,阳阴阳,2.62,-4.16
603989.SSE,2026-06-18,2026-06-16,8.41,1.93,-0.13,-13.06,-2.02,-5.98,8.41,阴阴阳,8.41,-5.98
603989.SSE,2026-06-22,2026-06-16,8.41,1.93,-0.13,-13.06,-2.02,-5.98,8.41,阴阴阳,8.41,-5.98
603990.SSE,2024-02-26,2024-02-22,3.46,4.03,6.82,8.71,2.68,0.54,3.46,阳阳阳,3.46,0.54
603990.SSE,2024-12-06,2024-12-04,2.52,4.42,5.82,5.3,1.34,1.86,2.52,阳阳阳,2.52,1.34
603990.SSE,2025-01-10,2025-01-08,3.17,-0.1,-2.99,-8.07,-2.89,-3.18,3.17,阴阴阳,3.17,-3.18
603990.SSE,2025-01-13,2025-01-08,3.17,-0.1,-2.99,-8.07,-2.89,-3.18,3.17,阴阴阳,3.17,-3.18
603992.SSE,2024-02-20,2024-02-08,-3.31,-6.0,-15.4,-17.09,-10.01,-2.78,-3.31,阴阴阴,-2.78,-10.01
605001.SSE,2024-04-22,2024-04-17,-10.06,-17.41,-16.52,-6.85,1.08,-8.17,-10.06,阳阴阴,1.08,-10.06
605005.SSE,2023-07-06,2023-07-04,0.0,-0.44,0.0,0.76,0.44,-0.44,0.0,阳阴阳,0.44,-0.44
605005.SSE,2023-11-29,2023-11-27,-3.2,1.76,-1.55,-0.88,-3.25,5.12,-3.2,阴阳阴,5.12,-3.25
605005.SSE,2025-05-30,2025-05-28,0.06,0.06,-0.43,-1.47,-0.49,0.0,0.06,阴阳阳,0.06,-0.49
605005.SSE,2025-06-05,2025-06-03,2.51,12.75,24.01,21.04,9.99,9.98,2.51,阳阳阳,9.99,2.51
605006.SSE,2024-12-06,2024-12-04,3.15,7.74,6.91,5.26,-0.77,4.45,3.15,阴阳阳,4.45,-0.77
605006.SSE,2024-12-09,2024-12-04,3.15,7.74,6.91,5.26,-0.77,4.45,3.15,阴阳阳,4.45,-0.77
605006.SSE,2026-05-11,2026-05-07,5.13,1.32,11.42,3.09,9.97,-3.63,5.13,阳阴阳,9.97,-3.63
605007.SSE,2025-12-26,2025-12-24,0.26,0.51,1.21,1.92,0.69,0.26,0.26,阳阳阳,0.69,0.26
605011.SSE,2023-05-16,2023-05-12,1.33,2.01,1.33,-0.07,-0.67,0.67,1.33,阴阳阳,1.33,-0.67
605011.SSE,2023-05-17,2023-05-12,1.33,2.01,1.33,-0.07,-0.67,0.67,1.33,阴阳阳,1.33,-0.67
605011.SSE,2023-05-23,2023-05-19,4.17,14.6,26.04,33.13,9.98,10.01,4.17,阳阳阳,10.01,4.17
605011.SSE,2023-05-24,2023-05-19,4.17,14.6,26.04,33.13,9.98,10.01,4.17,阳阳阳,10.01,4.17
605018.SSE,2025-01-23,2025-01-21,2.29,6.27,6.27,4.8,0.0,3.89,2.29,阳阳阳,3.89,0.0
605028.SSE,2025-08-21,2025-08-19,-0.3,-1.03,-3.26,-2.6,-2.25,-0.74,-0.3,阴阴阴,-0.3,-2.25
605033.SSE,2025-01-06,2025-01-02,-0.91,-3.53,-0.58,2.36,3.06,-2.65,-0.91,阳阴阴,3.06,-2.65
605033.SSE,2025-01-07,2025-01-02,-0.91,-3.53,-0.58,2.36,3.06,-2.65,-0.91,阳阴阴,3.06,-2.65
605055.SSE,2025-05-14,2025-05-09,3.96,5.29,9.28,2.59,3.79,1.28,3.96,阳阳阳,3.96,1.28
605058.SSE,2025-01-21,2025-01-17,-1.02,-3.71,1.04,-3.34,4.93,-2.72,-1.02,阳阴阴,4.93,-2.72
605066.SSE,2024-12-27,2024-12-25,2.07,-3.11,-2.64,-4.14,0.49,-5.08,2.07,阳阴阳,2.07,-5.08
605066.SSE,2025-03-03,2025-02-27,0.6,-1.48,-0.45,-1.49,1.05,-2.07,0.6,阳阴阳,1.05,-2.07
605066.SSE,2025-03-04,2025-02-27,0.6,-1.48,-0.45,-1.49,1.05,-2.07,0.6,阳阴阳,1.05,-2.07
605068.SSE,2026-07-29,2026-07-27,-0.99,2.63,0.64,1.87,-1.93,3.65,-0.99,阴阳阴,3.65,-1.93
605068.SSE,2026-07-30,2026-07-27,-0.99,2.63,0.64,1.87,-1.93,3.65,-0.99,阴阳阴,3.65,-1.93
605069.SSE,2023-08-22,2023-08-18,0.43,1.95,1.62,2.85,-0.32,1.51,0.43,阴阳阳,1.51,-0.32
605069.SSE,2023-08-23,2023-08-18,0.43,1.95,1.62,2.85,-0.32,1.51,0.43,阴阳阳,1.51,-0.32
605069.SSE,2024-10-30,2024-10-28,3.01,1.7,3.01,1.16,1.29,-1.27,3.01,阳阴阳,3.01,-1.27
605069.SSE,2025-02-05,2025-01-24,1.74,0.43,-1.68,-10.87,-2.1,-1.29,1.74,阴阴阳,1.74,-2.1
605069.SSE,2025-03-26,2025-03-24,2.0,1.36,-0.61,-6.03,-1.95,-0.63,2.0,阴阴阳,2.0,-1.95
605069.SSE,2026-06-24,2026-06-22,2.69,2.69,4.43,-1.1,1.7,0.0,2.69,阳阳阳,2.69,0.0
605086.SSE,2024-12-18,2024-12-16,-3.55,-1.62,1.41,6.62,3.08,2.0,-3.55,阳阳阴,3.08,-3.55
605086.SSE,2024-12-19,2024-12-16,-3.55,-1.62,1.41,6.62,3.08,2.0,-3.55,阳阳阴,3.08,-3.55
605088.SSE,2024-04-03,2024-04-01,1.38,2.99,-0.79,2.88,-3.67,1.59,1.38,阴阳阳,1.59,-3.67
605099.SSE,2025-06-04,2025-05-30,-2.53,1.0,1.18,5.8,0.18,3.63,-2.53,阳阳阴,3.63,-2.53
605099.SSE,2025-06-05,2025-05-30,-2.53,1.0,1.18,5.8,0.18,3.63,-2.53,阳阳阴,3.63,-2.53
605100.SSE,2025-02-25,2025-02-21,0.85,2.14,0.49,1.43,-1.62,1.29,0.85,阴阳阳,1.29,-1.62
605100.SSE,2025-03-12,2025-03-10,-9.98,-0.99,-0.91,21.09,0.08,9.99,-9.98,阳阳阴,9.99,-9.98
605118.SSE,2023-06-01,2023-05-30,-5.17,-1.3,-6.45,7.07,-5.22,4.09,-5.17,阴阳阴,4.09,-5.22
605118.SSE,2023-06-02,2023-05-30,-5.17,-1.3,-6.45,7.07,-5.22,4.09,-5.17,阴阳阴,4.09,-5.22
605118.SSE,2023-12-29,2023-12-27,1.28,5.27,5.09,6.34,-0.17,3.94,1.28,阴阳阳,3.94,-0.17
605118.SSE,2024-01-02,2023-12-27,1.28,5.27,5.09,6.34,-0.17,3.94,1.28,阴阳阳,3.94,-0.17
605133.SSE,2025-05-07,2025-04-30,1.14,2.77,0.82,9.56,-1.9,1.61,1.14,阴阳阳,1.61,-1.9
605136.SSE,2025-05-19,2025-05-15,0.91,1.56,1.43,-1.53,-0.13,0.65,0.91,阴阳阳,0.91,-0.13
605136.SSE,2025-05-20,2025-05-15,0.91,1.56,1.43,-1.53,-0.13,0.65,0.91,阴阳阳,0.91,-0.13
605138.SSE,2025-05-15,2025-05-13,-0.78,2.57,1.59,4.38,-0.96,3.38,-0.78,阴阳阴,3.38,-0.96
605155.SSE,2025-03-12,2025-03-10,2.95,2.59,3.58,4.53,0.96,-0.35,2.95,阳阴阳,2.95,-0.35
605162.SSE,2023-06-27,2023-06-21,-2.71,0.11,0.43,4.12,0.32,2.89,-2.71,阳阳阴,2.89,-2.71
605162.SSE,2024-05-28,2024-05-24,-3.25,-2.61,-3.75,0.92,-1.16,0.65,-3.25,阴阳阴,0.65,-3.25
605162.SSE,2025-07-08,2025-07-04,1.84,1.97,3.33,1.6,1.33,0.13,1.84,阳阳阳,1.84,0.13
605162.SSE,2025-07-09,2025-07-04,1.84,1.97,3.33,1.6,1.33,0.13,1.84,阳阳阳,1.84,0.13
605162.SSE,2026-04-02,2026-03-31,-5.8,-3.92,-3.65,3.9,0.27,2.0,-5.8,阳阳阴,2.0,-5.8
605162.SSE,2026-04-03,2026-03-31,-5.8,-3.92,-3.65,3.9,0.27,2.0,-5.8,阳阳阴,2.0,-5.8
605167.SSE,2024-01-03,2023-12-29,3.23,4.23,3.11,-0.71,-1.08,0.97,3.23,阴阳阳,3.23,-1.08
605167.SSE,2024-01-04,2023-12-29,3.23,4.23,3.11,-0.71,-1.08,0.97,3.23,阴阳阳,3.23,-1.08
605169.SSE,2025-05-19,2025-05-15,0.1,0.29,0.88,-0.1,0.59,0.19,0.1,阳阳阳,0.59,0.1
605169.SSE,2025-08-07,2025-08-05,1.58,3.13,2.12,1.52,-0.97,1.52,1.58,阴阳阳,1.58,-0.97
605178.SSE,2023-06-09,2023-06-06,1.01,2.73,3.94,1.85,1.18,1.7,1.01,阳阳阳,1.7,1.01
605178.SSE,2024-06-26,2024-06-24,-7.5,-3.94,5.69,19.75,10.02,3.86,-7.5,阳阳阴,10.02,-7.5
605178.SSE,2024-06-27,2024-06-24,-7.5,-3.94,5.69,19.75,10.02,3.86,-7.5,阳阳阴,10.02,-7.5
605179.SSE,2023-12-07,2023-12-05,-2.43,-6.42,-3.84,1.57,2.76,-4.09,-2.43,阳阴阴,2.76,-4.09
605179.SSE,2023-12-08,2023-12-05,-2.43,-6.42,-3.84,1.57,2.76,-4.09,-2.43,阳阴阴,2.76,-4.09
605179.SSE,2024-11-28,2024-11-26,3.27,-1.17,-1.46,-3.26,-0.29,-4.3,3.27,阴阴阳,3.27,-4.3
605179.SSE,2024-11-29,2024-11-26,3.27,-1.17,-1.46,-3.26,-0.29,-4.3,3.27,阴阴阳,3.27,-4.3
605179.SSE,2026-07-31,2026-07-28,1.77,-4.13,-7.8,-9.41,-3.83,-5.8,1.77,阴阴阳,1.77,-5.8
605179.SSE,2026-08-12,2026-08-10,5.45,-2.14,5.3,1.64,7.61,-7.2,5.45,阳阴阳,7.61,-7.2
605179.SSE,2026-08-13,2026-08-10,5.45,-2.14,5.3,1.64,7.61,-7.2,5.45,阳阴阳,7.61,-7.2
605180.SSE,2024-03-26,2024-03-21,2.72,2.32,4.24,1.38,1.87,-0.39,2.72,阳阴阳,2.72,-0.39
605188.SSE,2025-04-16,2025-04-14,2.76,8.63,13.83,18.83,4.79,5.71,2.76,阳阳阳,5.71,2.76
605188.SSE,2025-04-17,2025-04-14,2.76,8.63,13.83,18.83,4.79,5.71,2.76,阳阳阳,5.71,2.76
605188.SSE,2025-08-13,2025-08-11,1.01,0.64,0.18,0.74,-0.46,-0.37,1.01,阴阴阳,1.01,-0.46
605188.SSE,2025-08-28,2025-08-26,3.35,-0.5,1.61,8.13,2.12,-3.72,3.35,阳阴阳,3.35,-3.72
605188.SSE,2025-08-29,2025-08-26,3.35,-0.5,1.61,8.13,2.12,-3.72,3.35,阳阴阳,3.35,-3.72
605188.SSE,2025-10-15,2025-10-13,2.28,-0.06,-0.19,-2.35,-0.13,-2.29,2.28,阴阴阳,2.28,-2.29
605189.SSE,2026-07-03,2026-07-01,-1.39,-2.82,-6.44,-8.33,-3.73,-1.45,-1.39,阴阴阴,-1.39,-3.73
605198.SSE,2024-03-27,2024-03-22,1.55,0.6,-0.6,0.28,-1.19,-0.93,1.55,阴阴阳,1.55,-1.19
605198.SSE,2024-04-02,2024-03-29,-2.17,0.0,9.98,23.69,9.98,2.22,-2.17,阳阳阴,9.98,-2.17
605198.SSE,2026-06-16,2026-06-12,-4.04,-3.57,3.1,13.43,6.91,0.49,-4.04,阳阳阴,6.91,-4.04
605198.SSE,2026-06-17,2026-06-12,-4.04,-3.57,3.1,13.43,6.91,0.49,-4.04,阳阳阴,6.91,-4.04
605208.SSE,2025-01-07,2025-01-03,-4.15,-6.69,-4.52,9.52,2.33,-2.65,-4.15,阳阴阴,2.33,-4.15
605208.SSE,2025-02-26,2025-02-24,-0.82,-1.06,5.38,8.02,6.51,-0.24,-0.82,阳阴阴,6.51,-0.82
605208.SSE,2025-03-10,2025-03-06,3.67,14.06,16.31,7.75,1.97,10.02,3.67,阳阳阳,10.02,1.97
605218.SSE,2023-11-23,2023-11-21,-6.34,-4.27,-2.41,7.9,1.94,2.21,-6.34,阳阳阴,2.21,-6.34
605218.SSE,2023-11-24,2023-11-21,-6.34,-4.27,-2.41,7.9,1.94,2.21,-6.34,阳阳阴,2.21,-6.34
605218.SSE,2023-12-05,2023-12-01,-4.14,-13.72,-14.81,-2.26,-1.27,-9.99,-4.14,阴阴阴,-1.27,-9.99
605218.SSE,2024-09-04,2024-09-02,2.75,4.21,5.71,-2.79,1.44,1.42,2.75,阳阳阳,2.75,1.42
605218.SSE,2024-09-05,2024-09-02,2.75,4.21,5.71,-2.79,1.44,1.42,2.75,阳阳阳,2.75,1.42
605255.SSE,2023-11-10,2023-11-07,1.71,-0.46,-2.27,-7.12,-1.81,-2.14,1.71,阴阴阳,1.71,-2.14
605255.SSE,2025-11-27,2025-11-25,6.8,5.46,-2.86,-4.59,-7.89,-1.25,6.8,阴阴阳,6.8,-7.89
605258.SSE,2024-06-05,2024-06-03,1.47,1.42,2.09,-0.33,0.67,-0.05,1.47,阳阴阳,1.47,-0.05
605259.SSE,2025-07-16,2025-07-14,6.79,7.84,6.68,1.04,-1.07,0.99,6.79,阴阳阳,6.79,-1.07
605268.SSE,2025-07-31,2025-07-29,-0.1,-2.12,-0.61,4.29,1.54,-2.02,-0.1,阳阴阴,1.54,-2.02
605277.SSE,2024-03-21,2024-03-19,-1.04,8.83,7.2,8.56,-1.5,9.97,-1.04,阴阳阴,9.97,-1.5
605277.SSE,2024-03-22,2024-03-19,-1.04,8.83,7.2,8.56,-1.5,9.97,-1.04,阴阳阴,9.97,-1.5
605277.SSE,2025-01-24,2025-01-22,-0.6,2.88,4.1,4.51,1.18,3.5,-0.6,阳阳阴,3.5,-0.6
605287.SSE,2026-02-11,2026-02-09,-4.82,-8.27,-10.68,0.71,-2.62,-3.63,-4.82,阴阴阴,-2.62,-4.82
605287.SSE,2026-02-12,2026-02-09,-4.82,-8.27,-10.68,0.71,-2.62,-3.63,-4.82,阴阴阴,-2.62,-4.82
605288.SSE,2025-09-02,2025-08-29,3.42,-1.37,0.25,6.64,1.65,-4.63,3.42,阳阴阳,3.42,-4.63
605289.SSE,2026-02-25,2026-02-13,6.83,10.24,12.39,8.3,1.95,3.19,6.83,阳阳阳,6.83,1.95
605289.SSE,2026-02-26,2026-02-13,6.83,10.24,12.39,8.3,1.95,3.19,6.83,阳阳阳,6.83,1.95
605298.SSE,2024-03-12,2024-03-07,1.37,-2.91,-2.08,-3.13,0.85,-4.23,1.37,阳阴阳,1.37,-4.23
605298.SSE,2025-08-13,2025-08-11,2.99,2.64,3.95,3.39,1.28,-0.34,2.99,阳阴阳,2.99,-0.34
605298.SSE,2025-09-09,2025-09-05,-5.42,-1.49,0.61,13.83,2.13,4.15,-5.42,阳阳阴,4.15,-5.42
605299.SSE,2025-12-08,2025-12-04,3.08,5.21,5.0,0.97,-0.2,2.06,3.08,阴阳阳,3.08,-0.2
605299.SSE,2025-12-09,2025-12-04,3.08,5.21,5.0,0.97,-0.2,2.06,3.08,阴阳阳,3.08,-0.2
605299.SSE,2026-03-26,2026-03-24,-4.12,5.47,4.27,14.96,-1.14,10.0,-4.12,阴阳阴,10.0,-4.12
605300.SSE,2024-12-02,2024-11-28,-1.64,8.18,9.98,6.66,1.66,9.98,-1.64,阳阳阴,9.98,-1.64
605303.SSE,2024-05-20,2024-05-16,-0.49,3.31,0.12,-1.09,-3.09,3.82,-0.49,阴阳阴,3.82,-3.09
605303.SSE,2025-03-12,2025-03-07,-0.22,0.45,5.77,7.78,5.3,0.67,-0.22,阳阳阴,5.3,-0.22
605303.SSE,2025-08-20,2025-08-18,-2.05,-3.72,-2.81,-2.31,0.94,-1.7,-2.05,阳阴阴,0.94,-2.05
605303.SSE,2025-08-21,2025-08-18,-2.05,-3.72,-2.81,-2.31,0.94,-1.7,-2.05,阳阴阴,0.94,-2.05
605303.SSE,2025-09-16,2025-09-12,0.13,0.65,-1.4,-1.96,-2.03,0.52,0.13,阴阳阳,0.52,-2.03
605318.SSE,2026-06-11,2026-06-09,-1.98,5.3,4.74,5.76,-0.53,7.43,-1.98,阴阳阴,7.43,-1.98
605333.SSE,2023-10-11,2023-10-09,5.12,2.44,7.62,6.24,5.06,-2.55,5.12,阳阴阳,5.12,-2.55
605337.SSE,2024-12-12,2024-12-10,-1.73,-1.9,-2.82,-2.44,-0.94,-0.17,-1.73,阴阴阴,-0.17,-1.73
605337.SSE,2024-12-13,2024-12-10,-1.73,-1.9,-2.82,-2.44,-0.94,-0.17,-1.73,阴阴阴,-0.17,-1.73
605358.SSE,2025-09-25,2025-09-23,2.28,4.16,4.88,2.42,0.69,1.83,2.28,阳阳阳,2.28,0.69
605365.SSE,2023-09-14,2023-09-12,-7.65,1.59,-4.15,14.19,-5.64,10.01,-7.65,阴阳阴,10.01,-7.65
605365.SSE,2023-09-15,2023-09-12,-7.65,1.59,-4.15,14.19,-5.64,10.01,-7.65,阴阳阴,10.01,-7.65
605365.SSE,2026-04-23,2026-04-21,-1.53,0.52,6.21,18.63,5.66,2.08,-1.53,阳阳阴,5.66,-1.53
605366.SSE,2026-06-26,2026-06-23,-8.31,-8.82,-10.73,3.48,-2.09,-0.56,-8.31,阴阴阴,-0.56,-8.31
605376.SSE,2025-02-21,2025-02-19,1.39,-0.65,4.92,3.69,5.61,-2.01,1.39,阳阴阳,5.61,-2.01
605388.SSE,2024-12-03,2024-11-29,2.31,2.65,4.2,6.69,1.51,0.33,2.31,阳阳阳,2.31,0.33
